a,b,c,receive_pell,receive_pell1,receive_pell2,receive_pell3,receive_pell4,receive_pell5,receive_pell6,receive_pell7,receive_pell8,receive_pell9,receive_pell10,receive_pell11,receive_pell12,receive_pell13,receive_pell14,receive_pell15,receive_pell16,receive_pell17,receive_pell18,receive_pell19,receive_pell20,receive_pell21,pell_avg,pell_avg1,pell_avg2,pell_avg3,pell_avg4,pell_avg5,pell_avg6,pell_avg7,pell_avg8,pell_avg9,pell_avg10,pell_avg11,pell_avg12,pell_avg13,pell_avg14,pell_avg15,pell_avg16,pell_avg17,pell_avg18,pell_avg19,pell_avg20,pell_avg21,pell_cost_1year,pell_cost_10year,receive_pell_baseline,receive_pell1_baseline,receive_pell2_baseline,receive_pell3_baseline,receive_pell4_baseline,receive_pell5_baseline,receive_pell6_baseline,receive_pell7_baseline,receive_pell8_baseline,receive_pell9_baseline,receive_pell10_baseline,receive_pell11_baseline,receive_pell12_baseline,receive_pell13_baseline,receive_pell14_baseline,receive_pell15_baseline,receive_pell16_baseline,receive_pell17_baseline,receive_pell18_baseline,receive_pell19_baseline,receive_pell20_baseline,receive_pell21_baseline,pell_avg_baseline,pell_avg1_baseline,pell_avg2_baseline,pell_avg3_baseline,pell_avg4_baseline,pell_avg5_baseline,pell_avg6_baseline,pell_avg7_baseline,pell_avg8_baseline,pell_avg9_baseline,pell_avg10_baseline,pell_avg11_baseline,pell_avg12_baseline,pell_avg13_baseline,pell_avg14_baseline,pell_avg15_baseline,pell_avg16_baseline,pell_avg17_baseline,pell_avg18_baseline,pell_avg19_baseline,pell_avg20_baseline,pell_avg21_baseline,pell_cost_1year_baseline,pell_cost_10year_baseline
5000,0.5,1.5,0.23331898,0.71258706,0.17834903,0.001163047,0,0.30031145,0.32601485,0.28660002,0.18675715,0.16927132,0.18231188,0.37889031,0.29766354,0.21692531,0.25143719,0.26557332,0.21310413,0.24272832,0.539657,0.031419586,0.16812269,0.6086629,664.1095,2289.0132,240.04439,1.3642336,0,696.70837,839.66431,724.28192,477.9519,474.05621,522.58197,961.18384,814.34375,656.56482,857.17932,704.00623,713.30573,545.35864,1394.2773,79.815956,417.1087,1740.4789,12.80058751,128.00587,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,0.5,2,0.29010749,0.76893872,0.32628301,0.010047614,2.11966E-05,0.34845331,0.39593637,0.36801922,0.2613115,0.19616657,0.21403019,0.45222709,0.34227052,0.23021646,0.3402738,0.30132329,0.28062925,0.2988272,0.5460403,0.037294637,0.21571501,0.64691001,790.71484,2578.25,548.88385,9.0668488,0.009882111,925.87439,961.36011,980.66455,701.76367,535.14069,570.78363,1280.2506,929.59412,804.1532,1008.1035,992.63892,823.29126,699.39502,1512.3993,106.2845,572.927,1801.0377,17.21965002,172.1965,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,0.5,2.5,0.33746445,0.69041413,0.55310696,0.052000925,0.000101477,0.36301962,0.46174332,0.38920349,0.25821742,0.23352544,0.25996923,0.45772448,0.38246039,0.27924713,0.37482274,0.36474308,0.3389664,0.34703207,0.59751362,0.039279126,0.23713449,0.67824835,1005.4105,2587.1343,848.26624,50.065063,0.071348995,1025.7125,1155.8257,1133.2451,694.02832,625.5498,732.35168,1266.0431,1245.9406,853.76227,1083.0001,998.30389,944.32843,785.38885,1716.2502,114.33426,608.34326,1844.3141,18.82704756,188.27048,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,0.5,3,0.34247583,0.75797939,0.5695703,0.13782406,0.001194469,0.36822277,0.49528137,0.47929373,0.31341082,0.25679293,0.29007536,0.5176717,0.42010003,0.27483067,0.4472743,0.43744165,0.35518578,0.38323915,0.65065467,0.03995201,0.3178415,0.64869064,980.8689,2789.5605,1354.9496,151.01846,0.77746427,1014.9016,1377.5728,1170.5294,783.12219,727.82758,799.50891,1334.0636,1129.5525,953.68408,1150.9242,1186.3915,1080.5105,825.89386,1968.6638,112.34055,810.75513,2260.8689,21.57201031,215.72011,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,0.5,3.5,0.37385935,0.77194792,0.59737277,0.24188676,0.004480947,0.3864975,0.4852525,0.44788635,0.36678559,0.31497738,0.33998415,0.55854911,0.43983135,0.29208863,0.43986845,0.458635,0.41149214,0.43152863,0.70482337,0.045207355,0.37326235,0.69794548,1001.2167,2767.0935,1438.1816,272.25961,3.4584908,1066.3184,1246.4775,1353.7865,945.55682,799.76135,971.63037,1526.5648,1275.5818,999.24603,1174.9781,1287.6783,1241.4648,954.59631,1787.4713,128.36853,916.90961,2202.7522,20.31325454,203.13254,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1,1,0.49132121,0.72856635,0.68326879,0.57913798,0.59855115,0.45104399,0.52576381,0.55453682,0.5342741,0.5267126,0.50277853,0.65301377,0.54902792,0.37565088,0.50318027,0.71424657,0.72227085,0.42950496,0.71214503,0.0472712,0.48301643,0.73670423,1900.2952,2756.4507,2601.9155,2232.9968,2474.0115,1508.2212,1955.9452,2236.0737,2180.3904,2238.0532,2019.0209,2385.9751,2063.1731,1526.7948,2111.2007,2738.2,2625.1814,1470.546,2725.8772,191.0432,2053.3638,2370.8479,40.35687082,403.5687,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1,1.5,0.24344249,0.65009868,0.17158444,0.001319903,0,0.29927877,0.30242625,0.31577897,0.20311758,0.16271853,0.18314789,0.40680602,0.33315891,0.2043944,0.28769487,0.27985665,0.21809267,0.26863986,0.49472672,0.032725479,0.176734,0.6012606,857.99207,2514.687,398.53394,2.7277405,0,840.1637,1050.9589,930.54138,635.17456,500.41864,571.64563,1185.704,990.78979,825.72894,966.85321,871.78668,788.56342,669.66608,1508.1772,113.94318,561.99579,2034.7441,15.40660448,154.06604,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1,2,0.27469912,0.67533481,0.38293165,0.013483896,1.91457E-05,0.33861268,0.38508791,0.35510778,0.23962857,0.2185863,0.25481787,0.49876684,0.37327248,0.23142846,0.35182929,0.33878195,0.27704418,0.31276491,0.58899844,0.037523776,0.20176962,0.65450877,981.47296,2858.5437,885.63062,16.155319,0.009403108,890.39545,1111.4313,1062.3179,708.26294,651.7901,760.81335,1489.4868,1092.2041,842.35516,1169.3051,1193.1637,1080.5077,853.00946,1714.9625,119.09028,655.65479,2241.4543,19.5589956,195.58995,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1,2.5,0.32865062,0.75277543,0.49096516,0.060652062,0.000129527,0.40022284,0.4260734,0.38099191,0.28392163,0.23982213,0.27840829,0.54704475,0.39809105,0.29239327,0.34454632,0.39366019,0.34075561,0.31385466,0.60625744,0.038504079,0.26249915,0.71951228,986.84558,2810.8809,1241.9675,57.77697,0.11362771,1035.069,1457.6907,1239.0024,794.45636,721.40613,843.77209,1382.7172,1293.0911,1013.0222,1129.5806,1257.7006,1127.0264,859.68872,1852.2444,133.10051,816.0932,2242.5164,22.25827134,222.58272,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1,3,0.40747806,0.71464527,0.56042963,0.13451885,0.001241643,0.42584968,0.46007872,0.47118518,0.33809403,0.25579873,0.31232327,0.54083353,0.43262908,0.29864344,0.37584609,0.44593099,0.41713598,0.33560663,0.67524326,0.042934276,0.29525325,0.61690807,1108.5095,2579.1353,1633.2206,191.62132,0.98025465,1052.9355,1552.2172,1393.3302,925.88489,720.79376,962.17303,1567.699,1495.0458,1027.2769,1205.1107,1296.6488,1136.1548,1031.2148,2190.5435,141.96524,871.2243,2328.2705,21.38958135,213.89581,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1,3.5,0.44953021,0.75717789,0.62437701,0.25769025,0.005652459,0.43888387,0.46326712,0.47043258,0.36217675,0.30407923,0.34639344,0.52897364,0.52051395,0.34178793,0.42840084,0.4522227,0.46628028,0.42917663,0.70772058,0.045129251,0.36953831,0.62228739,1189.3401,3117.9053,1803.835,356.7027,4.265029,1264.7607,1357.5122,1437.3485,932.37543,892.9967,897.52283,1678.7659,1502.8529,958.17535,1419.7102,1438.1803,1414.1846,1038.7849,1906.5129,141.82367,966.14996,2354.9519,25.16724999,251.6725,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1.5,1.5,0.49378365,0.69620514,0.69439608,0.6032207,0.58105844,0.47900227,0.50568825,0.56932449,0.50616008,0.56049418,0.53707325,0.6260457,0.59462333,0.43058974,0.49998465,0.61220121,0.62830651,0.48774222,0.72013664,0.044810034,0.48985413,0.66488701,2168.0911,2856.3462,2987.113,2654.4778,2155.5942,1390.1289,1887.8046,2115.2334,2290.5486,1852.173,1965.0774,2104.6882,1861.9409,1654.8741,2081.6553,2716.0415,2963.2561,1431.5487,2907.5532,189.36913,1896.3088,2315.325,37.8166036,378.16605,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1.5,2,0.33942276,0.68410206,0.34787318,0.013365402,2.19225E-05,0.31147191,0.37344661,0.35316366,0.24580182,0.19500017,0.24794002,0.4183588,0.36118022,0.24055201,0.32140276,0.30166104,0.2932846,0.28579903,0.55184758,0.037829019,0.23514877,0.62841982,1047.095,2985.4443,1178.1096,27.4233,0.017264178,992.15002,1491.0988,1281.5684,876.78027,732.11542,823.59479,1432.2574,1311.6232,986.89258,1225.4279,1319.4683,1220.3081,927.54034,1844.1682,135.34122,747.42169,2324.5298,21.59115413,215.91154,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1.5,2.5,0.37873763,0.69630069,0.49252975,0.061480515,0.000137543,0.36881316,0.405303,0.42328608,0.28490394,0.22882546,0.27620873,0.54292637,0.38771495,0.27165329,0.41390988,0.35174054,0.37855053,0.35230711,0.58590734,0.040194001,0.27959597,0.67400181,1114.1447,2927.3955,1641.1425,88.589958,0.14613134,1154.7369,1592.6497,1348.8859,863.97699,814.40009,986.81812,1759.4132,1478.8138,923.87018,1434.7792,1349.285,1318.5468,905.24243,2017.0243,137.26414,807.61859,2492.3901,23.34362974,233.43629,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1.5,3,0.41945493,0.70346975,0.60289651,0.14205886,0.001533757,0.43464926,0.43879086,0.40662843,0.33290148,0.27679187,0.32143852,0.5665974,0.44455606,0.31581125,0.37480363,0.38919857,0.37180138,0.383517,0.69342577,0.042725023,0.33732265,0.67870057,1234.9131,2850.1709,1761.7307,216.78722,1.5333869,1171.29,1440.6494,1291.2539,965.5675,904.78894,1069.8574,1749.2488,1466.504,1108.194,1312.5166,1416.1869,1434.838,1020.54,2137.1807,149.99648,999.89825,2350.7717,22.75748795,227.57487,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,1.5,3.5,0.3907932,0.75152272,0.65407795,0.30034772,0.005782928,0.45846757,0.50889945,0.49538019,0.35243887,0.32723147,0.38670129,0.56343037,0.51289284,0.32329723,0.41940254,0.46892893,0.47817951,0.37808543,0.70348763,0.04683879,0.36075512,0.69760382,1253.1891,3189.1262,2140.3994,406.64603,5.7662706,1221.1234,1652.8514,1545.8304,1150.0087,926.12799,1174.7074,1764.4425,1706.2473,1070.0861,1570.129,1480.9636,1451.3278,1051.5641,2390.9868,134.82108,991.7821,2597.5017,27.48917653,274.89175,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,2,2,0.565714,0.73771298,0.64796919,0.53872949,0.50845677,0.42557409,0.50037634,0.54491967,0.55150402,0.54363656,0.51209676,0.56859046,0.50479054,0.37184703,0.59630251,0.64518392,0.70204294,0.51726609,0.69675565,0.052609019,0.47223562,0.73410356,1894.5732,3043.1831,2816.6707,2473.6838,2482.7393,1535.4609,1827.2805,2346.0583,2294.5918,2011.7013,1960.6471,2244.4617,2127.9021,1667.4279,1976.5677,3035.7512,2619.4705,1545.2716,2480.208,191.50018,1873.2318,2387.6409,41.06818903,410.68188,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,2,2.5,0.35363767,0.64828205,0.56314892,0.06182519,0.000130591,0.35801274,0.41681501,0.40527299,0.27370319,0.22248161,0.29085064,0.5552296,0.39318877,0.24777932,0.39504468,0.40982604,0.38671955,0.33652648,0.65345424,0.035529964,0.27089146,0.62005466,1206.132,2961.2334,1920.1611,164.95052,0.27370757,1123.4142,1401.1344,1472.4413,1036.9397,829.1756,952.48419,1914.0214,1488.8177,983.21649,1380.649,1571.149,1335.7404,1089.0465,2051.897,141.97736,939.28577,2305.7583,23.38558429,233.85585,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,2,3,0.38134047,0.77300054,0.56978142,0.16333996,0.001522858,0.42860243,0.42162049,0.45332253,0.31011906,0.26683185,0.30706507,0.52241874,0.44243905,0.31832394,0.45592964,0.44472167,0.42346597,0.34853828,0.68203056,0.040241688,0.30666193,0.68337297,1420.3197,2804.7483,2469.3369,338.22787,2.0185988,1164.5319,1526.9161,1454.0076,1233.973,872.93945,1123.7013,1847.4292,1533.7743,1089.9288,1424.35,1618.3549,1505.1876,1215.9408,2396.5564,142.45721,1114.8424,2256.7788,27.27766104,272.77661,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,2,3.5,0.42139539,0.68809122,0.59575808,0.27534163,0.006641888,0.3854388,0.4533492,0.5205822,0.39114323,0.3112174,0.33072829,0.53733367,0.50534678,0.32328457,0.41336298,0.50625217,0.43824911,0.37865728,0.75489366,0.044563398,0.38266319,0.68395203,1380.8546,3075.4795,2357.1382,573.77826,7.1015968,1333.7334,1562.2717,1564.2007,1303.574,899.49622,1135.7142,1845.3041,1575.8518,1117.9037,1578.2333,1634.3453,1477.7788,1130.0448,2171.4719,144.18919,1075.0775,2306.4089,26.89735595,268.97357,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,2.5,2.5,0.53150314,0.7750358,0.60239613,0.54246449,0.59069842,0.43433037,0.5448994,0.59746981,0.58018279,0.52358162,0.49821734,0.62482977,0.49301478,0.39924687,0.51136518,0.60031706,0.69112962,0.4353663,0.82217348,0.05343296,0.46266079,0.7136066,2025.9861,2946.7852,2900.0164,2595.4836,2137.0117,1532.532,2054.1182,1992.4144,1947.5665,1903.7253,2296.6487,2220.1631,2096.5535,1729.6219,2292.0181,2734.29,2792.2698,1684.735,2410.1948,162.08635,1999.0316,2493.5232,43.19485678,431.94858,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,2.5,3,0.40391245,0.67311651,0.59129381,0.18183993,0.001510619,0.41837674,0.48488736,0.49095625,0.32986563,0.28953025,0.34761909,0.52634305,0.49288422,0.3271344,0.42358807,0.38911599,0.41806611,0.34103897,0.6667425,0.044264052,0.32401726,0.61845714,1332.9491,2948.6685,2695.866,518.69348,4.1636682,1318.4078,1661.7927,1596.3977,1324.6891,965.1424,1156.2877,1994.0944,1646.868,1152.8655,1439.0848,1618.8243,1499.4138,1089.9933,2226.7959,143.39812,1025.5923,2640.8662,29.05956932,290.5957,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
5000,2.5,3.5,0.45699468,0.77936661,0.57367307,0.30818999,0.008984647,0.42655084,0.44596526,0.4556964,0.37543389,0.30078369,0.36529809,0.51966375,0.50802922,0.32728165,0.42320639,0.45441484,0.46623579,0.4351964,0.75481707,0.045726042,0.3760415,0.64256579,1457.814,2810.1287,2587.4937,719.55408,12.443529,1454.8719,1802.9341,1548.665,1205.1409,992.53308,1232.2095,1944.4821,1643.2134,1325.1395,1681.5804,1628.4912,1518.9657,1329.2362,2563.5947,152.11711,1298.5862,2542.4226,26.90331758,269.03317,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
6000,0,1,0.17662893,0.60780555,0.014909258,0,0,0.19618542,0.25111285,0.18285182,0.12316802,0.11428746,0.12405227,0.29596201,0.19411516,0.14556903,0.1955151,0.17518587,0.15271842,0.15588695,0.39252499,0.024681631,0.097064152,0.44355446,471.22253,1438.382,13.487729,0,0,535.9823,666.61993,511.74908,339.44632,328.68857,336.81451,667.76257,538.1485,362.54782,604.42157,466.80838,447.99963,404.81943,1035.5686,62.81271,283.93387,1065.2042,8.892363929,88.923637,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
