a,b,c,receive_pell,receive_pell1,receive_pell2,receive_pell3,receive_pell4,receive_pell5,receive_pell6,receive_pell7,receive_pell8,receive_pell9,receive_pell10,receive_pell11,receive_pell12,receive_pell13,receive_pell14,receive_pell15,receive_pell16,receive_pell17,receive_pell18,receive_pell19,receive_pell20,receive_pell21,pell_avg,pell_avg1,pell_avg2,pell_avg3,pell_avg4,pell_avg5,pell_avg6,pell_avg7,pell_avg8,pell_avg9,pell_avg10,pell_avg11,pell_avg12,pell_avg13,pell_avg14,pell_avg15,pell_avg16,pell_avg17,pell_avg18,pell_avg19,pell_avg20,pell_avg21,pell_cost_1year,pell_cost_10year,receive_pell_baseline,receive_pell1_baseline,receive_pell2_baseline,receive_pell3_baseline,receive_pell4_baseline,receive_pell5_baseline,receive_pell6_baseline,receive_pell7_baseline,receive_pell8_baseline,receive_pell9_baseline,receive_pell10_baseline,receive_pell11_baseline,receive_pell12_baseline,receive_pell13_baseline,receive_pell14_baseline,receive_pell15_baseline,receive_pell16_baseline,receive_pell17_baseline,receive_pell18_baseline,receive_pell19_baseline,receive_pell20_baseline,receive_pell21_baseline,pell_avg_baseline,pell_avg1_baseline,pell_avg2_baseline,pell_avg3_baseline,pell_avg4_baseline,pell_avg5_baseline,pell_avg6_baseline,pell_avg7_baseline,pell_avg8_baseline,pell_avg9_baseline,pell_avg10_baseline,pell_avg11_baseline,pell_avg12_baseline,pell_avg13_baseline,pell_avg14_baseline,pell_avg15_baseline,pell_avg16_baseline,pell_avg17_baseline,pell_avg18_baseline,pell_avg19_baseline,pell_avg20_baseline,pell_avg21_baseline,pell_cost_1year_baseline,pell_cost_10year_baseline
6000,2.5,2.5,0.58552516,0.71396273,0.66797364,0.59751803,0.58426565,0.44906622,0.55205548,0.55551016,0.58482891,0.51509356,0.5618971,0.62360972,0.59175569,0.37747857,0.54924512,0.67505544,0.65361559,0.46780708,0.76010656,0.051282603,0.49258447,0.63055015,2512.7988,3565.5313,3446.6296,2987.6497,2541.906,1718.0431,2454.6125,2589.75,2551.3115,2303.5979,2425.9504,2557.1064,2651.436,1958.6638,2315.7603,3407.1941,3596.3076,1710.2465,3195.4702,224.1458,2559.3135,2964.5579,44.86332231,448.63321,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
6000,2.5,3,0.36956531,0.78097928,0.60341847,0.17209923,0.001333872,0.40227449,0.49121818,0.42291105,0.35593334,0.2989662,0.3273015,0.53494281,0.50141406,0.32532501,0.41133952,0.42138803,0.37633073,0.39297122,0.72184944,0.038402181,0.34069008,0.6735121,1721.5331,3696.5222,3042.9175,565.98761,5.0560527,1604.9387,2053.2144,2072.2834,1584.5399,1079.4559,1311.3744,2282.9917,2012.3541,1363.7203,1943.2759,1857.7788,1935.6436,1334.9493,2890.98,181.37006,1312.3478,2814.8123,35.18567051,351.85672,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
6000,2.5,3.5,0.37891403,0.72071165,0.59813243,0.31177214,0.008391005,0.42383578,0.52561355,0.52598655,0.37643629,0.30018145,0.34332907,0.50036973,0.4784272,0.34540826,0.41435418,0.50253326,0.45996621,0.4209041,0.70360786,0.04566754,0.35285217,0.6774509,1597.6239,3361.1516,3229.1924,880.79047,14.728123,1500.5505,2123.4016,1900.9343,1433.3954,1250.2295,1591.7434,2341.1406,1967.6605,1333.6168,2010.4395,2330.874,1852.1213,1424.9697,2566.4663,201.24301,1540.097,2656.1182,32.15633923,321.56339,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0,1,0.16659357,0.50211817,0.015032031,0,0,0.2022306,0.23835212,0.19977261,0.14141971,0.11810821,0.11883336,0.27979344,0.22589873,0.1333501,0.18769337,0.15949963,0.16317452,0.17972511,0.3448824,0.025359541,0.10753515,0.46278551,559.30701,1643.0051,14.89521,0,0,637.46362,700.80981,650.07361,440.39587,342.04889,360.19919,830.33533,679.77026,469.62134,680.91467,596.89502,563.80841,459.95239,1152.3372,67.834877,361.9158,1171.46,10.60692978,106.0693,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0,1.5,0.25298354,0.68447697,0.15614122,0.001097669,0,0.25903884,0.33809569,0.2816641,0.20454907,0.14760977,0.18499427,0.39130896,0.32272959,0.21568431,0.2692081,0.26522979,0.226367,0.24673559,0.53353751,0.030963015,0.16994914,0.54997319,794.91443,2394.6758,215.99037,1.3014512,0,750.51532,989.16791,852.4798,591.65912,504.42627,535.14862,1264.384,899.02576,653.21478,854.94452,844.05255,688.44574,618.00696,1603.4235,98.301247,487.42273,1808.209,14.46583252,144.65833,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0,2,0.31061995,0.65735251,0.33083707,0.008321125,0,0.33986109,0.35944447,0.31341392,0.23899399,0.21002463,0.23336788,0.45854142,0.34179404,0.22136244,0.34104577,0.28846008,0.31155342,0.27239621,0.56195521,0.03306178,0.21419136,0.64971942,885.5495,2921.7771,572.45148,9.2977285,0,944.20886,1318.3015,1003.7386,791.8877,593.73071,698.2406,1314.4707,1071.0261,823.95056,1027.9879,974.29944,1027.782,755.03754,1660.2378,117.9885,672.41016,2192.9658,16.70500456,167.05005,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0,2.5,0.33577064,0.68274152,0.49029282,0.050879713,5.29309E-05,0.34857351,0.40776691,0.43147489,0.25499642,0.22622974,0.2994405,0.53157759,0.44542274,0.24776812,0.37530759,0.40117314,0.33051774,0.35623819,0.6724683,0.037721884,0.26004729,0.60412937,1026.3676,3061.0339,1100.6128,54.766335,0.052892398,1145.2469,1381.2386,1363.429,893.87451,691.12964,901.27502,1665.552,1376.5195,985.41699,1267.5221,1329.0238,1240.8693,1043.3744,2172.8069,136.26303,822.69946,2160.1782,22.59192623,225.91927,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0,3,0.3675071,0.777165,0.53593689,0.12540571,0.001057605,0.38142315,0.42163908,0.46077719,0.29635704,0.23921286,0.31245843,0.56403601,0.47156313,0.28057191,0.37115434,0.40956032,0.41127008,0.33153009,0.69846612,0.04405335,0.29263821,0.65667576,1336.1904,2957.0869,1368.0001,157.3002,0.87821585,1172.057,1458.8478,1440.0897,916.84924,831.62085,928.34906,1803.1399,1433.9286,1090.7344,1270.2441,1568.1005,1258.8058,1036.2211,2446.0645,159.83011,831.83331,2686.5056,24.11438535,241.14386,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0,3.5,0.38886759,0.76293105,0.68402392,0.25024807,0.004424883,0.42833361,0.43653056,0.46910539,0.37935716,0.29609349,0.33747259,0.58837026,0.48781633,0.29335305,0.42937776,0.44520527,0.46139413,0.40512604,0.74586767,0.042393815,0.32962275,0.64583337,1264.2548,3224.4583,1720.889,318.21085,4.6351738,1442.355,1766.5485,1456.0302,1027.2869,885.52277,1072.26,1971.6382,1739.131,1258.0194,1553.165,1780.4326,1338.7218,1208.4106,2545.4978,155.09912,964.8894,2798.4939,29.16982372,291.69824,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0.5,1,0.18431701,0.52417117,0.017210843,0,0,0.19713825,0.24309321,0.2164017,0.13025035,0.11293561,0.1425861,0.32246417,0.19601034,0.15073447,0.21346329,0.16358718,0.17450236,0.15918101,0.42679453,0.024768792,0.12262978,0.4435358,750.25336,2541.4609,32.019958,0,0,807.84229,1037.0068,861.72272,512.51447,459.59344,532.93335,1119.4948,962.68677,647.41785,928.03015,771.97821,663.9798,658.4743,1659.3826,96.944725,449.67081,1722.9285,13.95987608,139.59875,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0.5,1.5,0.25713095,0.65020853,0.17251137,0.00112402,0,0.27531189,0.34088477,0.29877004,0.19799823,0.15634492,0.18624923,0.42321888,0.29782566,0.19232471,0.27321768,0.24047235,0.24052556,0.23709634,0.52477503,0.032568019,0.15514266,0.5661062,852.20905,3248.3538,280.68051,1.8413723,0,1043.434,1270.319,955.83887,765.59991,589.03229,690.79449,1440.6412,1102.3328,809.74225,1040.5863,1048.3397,854.56415,896.25787,1968.8981,121.24132,552.10718,2072.1467,19.86764432,198.67644,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0.5,2,0.30432415,0.67481411,0.33541331,0.010125005,1.88786E-05,0.33986169,0.36910319,0.36961162,0.21885617,0.20038441,0.21555643,0.45722649,0.40005541,0.23102063,0.32505044,0.35063371,0.31696466,0.30172327,0.53319991,0.035344362,0.21100248,0.62492001,1064.3768,3153.6038,817.81512,12.190086,0.014427581,1297.7589,1583.9867,1290.2046,964.35797,678.01788,824.30756,1550.3793,1521.5209,945.22321,1201.7972,1381.3224,1179.772,959.5379,2334.2563,153.51462,784.01538,2480.6694,20.81420822,208.14207,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0.5,2.5,0.32121915,0.734254,0.5580591,0.049752813,0.000106803,0.39905158,0.41425434,0.41562656,0.29746577,0.23756112,0.27901891,0.5342989,0.41442969,0.2803129,0.40723455,0.35116082,0.32392508,0.33045512,0.65536654,0.035544019,0.23852745,0.6753639,1309.2261,3363.4514,1434.145,72.221413,0.096923366,1319.8354,1768.0181,1537.2971,1050.054,914.48169,971.99579,1696.7163,1523.921,1230.1604,1475.2845,1542.5713,1313.4464,1073.7079,2387.5115,161.22939,843.66174,2578.0703,26.80519884,268.052,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0.5,3,0.34835836,0.70911336,0.56736326,0.15024745,0.001267786,0.43327838,0.49075449,0.41232225,0.28686729,0.27128232,0.30494401,0.5018419,0.45063153,0.27893722,0.44626692,0.38880143,0.4243215,0.37758327,0.65753758,0.037826478,0.28460968,0.70702142,1419.075,3820.948,1599.2512,213.24376,1.2194529,1534.3005,1735.6313,1497.7737,1149.2458,926.03711,1181.9637,2000.7135,1632.5658,1242.8959,1481.0372,1742.6788,1449.8024,1184.3218,2503.0481,153.4101,1020.2875,2799.123,27.73003615,277.30035,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,0.5,3.5,0.41554853,0.76306677,0.67756253,0.25173378,0.004868774,0.42703417,0.43402812,0.5132972,0.38054505,0.28433621,0.34398755,0.58968437,0.49307376,0.3405402,0.45791149,0.49916101,0.4151234,0.40494835,0.71695495,0.039563499,0.31520131,0.61910558,1505.9069,3631.4558,1917.4094,390.78201,5.1408291,1417.6671,1978.1201,1797.3862,1335.7627,1096.8123,1259.5382,1950.9073,1763.3212,1424.2582,1687.6503,2012.9335,1833.9789,1256.6653,2674.0811,169.90337,1141.597,3084.3528,31.73567266,317.35672,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1,1,0.55835235,0.67076397,0.60462373,0.55404544,0.53072977,0.45497575,0.56019932,0.55442435,0.57379907,0.54727745,0.5273928,0.60396749,0.53970867,0.38028115,0.58912891,0.62479722,0.62976587,0.45172769,0.82245743,0.047874279,0.50498641,0.66895086,3115.0977,3928.8352,3800.7903,3251.3545,3175.959,2284.0911,2416.1848,3112.2979,2933.6809,2960.9299,2761.1453,3101.6089,2865.0957,2421.1418,3242.7844,3531.9768,3751.1646,1997.8312,3495.8164,253.7173,2724.1814,3555.4495,61.13671725,611.36719,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1,1.5,0.25934467,0.7003848,0.19531168,0.001446601,0,0.2762197,0.36008766,0.26940078,0.18511854,0.15355477,0.19870667,0.43934628,0.32025999,0.20035249,0.2651754,0.27412003,0.24984284,0.24331419,0.49553713,0.033986684,0.18118231,0.64112633,1222.6819,3393.042,586.88995,3.5035279,0,1261.2969,1585.2429,1347.621,838.87573,742.89453,789.17548,1631.0862,1423.0928,1175.7479,1227.8932,1337.349,1136.8483,948.02637,2261.1399,136.69397,777.91309,2812.6538,24.04932903,240.49329,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1,2,0.3350181,0.65047061,0.33303556,0.014423096,2.26756E-05,0.35923404,0.42524552,0.37670198,0.23348902,0.19260412,0.25917196,0.46538904,0.37858814,0.22968185,0.37089634,0.3561213,0.27663898,0.27769902,0.53912723,0.038220797,0.22507273,0.71508825,1189.1097,4017.1726,1073.1802,22.76679,0.013467097,1504.4253,1819.2852,1502.626,1051.338,826.70551,900.94904,2005.0452,1585.8419,1257.8009,1511.4027,1407.3352,1366.321,1089.7827,2629.1997,162.28845,920.6427,3200.2783,24.66608251,246.66083,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1,2.5,0.36495477,0.76185209,0.53028816,0.059717249,0.000123755,0.37139565,0.39109516,0.39789835,0.26776305,0.24529223,0.29761815,0.48005599,0.39279941,0.28181508,0.37640715,0.34931561,0.35205424,0.3306078,0.6474784,0.041548211,0.24802758,0.70438075,1557.5303,4118.0537,1893.1144,81.773682,0.15597133,1360.7124,1915.0786,1558.3983,1306.7905,897.2793,1077.5387,2269.5322,1636.1619,1381.3737,1716.1393,1795.3674,1551.9347,1371.1639,2893.957,176.46494,1100.9929,3420.4141,30.36682579,303.66824,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1,3,0.355869,0.64734685,0.64894062,0.15847772,0.001151282,0.42550963,0.43781736,0.46620846,0.31286487,0.27835241,0.34911162,0.57223463,0.46097869,0.30332026,0.44909164,0.40896156,0.39967319,0.34933636,0.72943664,0.045569774,0.31022286,0.6393863,1569.7251,3875.3379,2364.196,256.79327,1.5304383,1429.8005,1913.9733,1975.4344,1352.7159,1129.3123,1373.0741,2315.5889,2069.7668,1396.1365,1636.2603,1764.7242,1788.6106,1311.1178,3007.3491,184.0836,1093.7979,3219.3184,32.0666984,320.66699,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1,3.5,0.41908848,0.76951844,0.67189461,0.29280907,0.005517851,0.43481246,0.47173166,0.42891109,0.36149004,0.26702905,0.32542995,0.51832223,0.48037934,0.318214,0.41947794,0.45930591,0.4709194,0.40541953,0.63336009,0.04632055,0.34543267,0.65424317,1644.1809,4025.0691,2481.6108,511.39914,5.5614724,1529.9255,2070.3081,2083.7871,1316.7577,1218.928,1429.6364,2491.8301,2128.9224,1375.8619,2061.0779,2035.0499,1786.99,1422.6465,3219.1057,183.065,1388.3208,3301.0166,30.61557276,306.15573,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1.5,1.5,0.55293363,0.7464878,0.69852984,0.6495744,0.54720938,0.44314051,0.52575988,0.60344678,0.5901677,0.55511582,0.59351975,0.6429106,0.55359435,0.36483467,0.59997493,0.63033152,0.62943286,0.50740582,0.69203955,0.047669172,0.54602885,0.71242559,3077.4155,3899.0532,3521.9565,3100.908,3293.575,1951.2904,2440.0125,3124.3647,2944.6257,3017.9766,2974.2144,3001.1421,3069.5916,2272.1514,2687.3523,3873.4912,4443.1475,2103.0176,3394.9448,267.85791,2928.0901,3606.1694,50.92147424,509.21475,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1.5,2,0.30109382,0.67422938,0.38430995,0.013795217,2.0003E-05,0.30948153,0.37987161,0.33435559,0.26841253,0.19139747,0.26245803,0.44123346,0.41593301,0.24803212,0.34464166,0.33730501,0.31631723,0.33316487,0.57687289,0.038074475,0.23042308,0.62712067,1501.1412,4396.2642,1789.4315,34.194305,0.024517613,1525.2802,1763.6345,1626.7649,1278.4026,932.37646,1215.9316,2312.5205,1861.9299,1366.0123,1801.0011,1712.2988,1449.6437,1197.6123,2929.29,167.69894,958.0083,3296.8345,29.34992485,293.49924,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
7000,1.5,2.5,0.33706036,0.66386282,0.5594241,0.063714713,0.000138978,0.38475361,0.42580867,0.42428043,0.2953465,0.22026713,0.27473131,0.54381317,0.39980105,0.26990029,0.40227652,0.35566142,0.32193416,0.34527507,0.58648622,0.038844433,0.27140856,0.63111508,1730.2671,4016.4937,2282.7856,120.82004,0.21651742,1743.6462,1880.6439,1936.7777,1389.1436,1147.6722,1303.3792,2218.9912,2149.7786,1370.1101,1715.4305,1791.3752,1818.3102,1311.5979,3135.5806,187.05205,1299.1123,3502.3406,30.9745505,309.74551,0.33871576,0.72597778,0.50235343,0.075806431,0.000165891,0.35365444,0.4302415,0.41670337,0.29032573,0.25449148,0.29417476,0.48661682,0.44909757,0.2757884,0.42179957,0.41398939,0.35546252,0.30467397,0.66975439,0.038552489,0.26249588,0.68708944,1436.6479,3511.0552,1935.0986,160.59233,0.70924783,1260.4091,1619.3347,1593.4292,1151.957,961.72272,1105.3083,2054.8035,1628.3159,1253.1042,1709.3856,1645.6726,1498.5559,1251.8748,2391.8574,146.44576,1013.9286,2597.5559,28.640709,286.4071
